start
done
         845400 function calls (831173 primitive calls) in 0.725 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 client.py:173(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:227(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.000    0.000 client.py:1378(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1436(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1441(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1444(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1447(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1452(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1455(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1458(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1473(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1476(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1479(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1482(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1485(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1492(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1497(RemoteDisconnected)
        1    0.000    0.000    0.012    0.012 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.005    0.005 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.005    0.005 feedparser.py:20(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 request.py:433(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:647(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:793(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:835(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1027(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1038(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1057(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1201(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1219(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1231(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1349(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1358(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1373(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1391(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1449(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1506(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1564(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1617(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1670(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2115(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2368(ftpwrapper)
        1    0.000    0.000    0.016    0.016 request.py:68(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.198    0.198 cmoceanpalette.py:4(<module>)
        1    0.000    0.000    0.000    0.000 palette.py:20(Palette)
        1    0.000    0.000    0.198    0.198 palette.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_parse_commandline)
        1    0.000    0.000    0.000    0.000 __init__.py:292(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:308(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:313(set_level)
        1    0.000    0.000    0.000    0.000 __init__.py:286(Verbose)
        1    0.000    0.000    0.000    0.000 __init__.py:491(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:525(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 __init__.py:555(get_home)
        1    0.000    0.000    0.000    0.000 __init__.py:578(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:590(_get_xdg_cache_dir)
        1    0.000    0.000    0.000    0.000 __init__.py:625(get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:645(get_cachedir)
        1    0.000    0.000    0.000    0.000 __init__.py:656(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:689(get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:705(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:794(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:935(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:934(copy)
        1    0.000    0.000    0.000    0.000 __init__.py:785(RcParams)
        1    0.000    0.000    0.004    0.004 __init__.py:938(rc_params)
        1    0.000    0.000    0.000    0.000 __init__.py:1080(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1122(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(rc_context)
        1    0.000    0.000    0.000    0.000 __init__.py:1426(is_interactive)
        1    0.000    0.000    0.056    0.056 __init__.py:101(<module>)
        1    0.000    0.000    0.000    0.000 version.py:31(Version)
        1    0.000    0.000    0.000    0.000 version.py:93(StrictVersion)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
        1    0.000    0.000    0.001    0.001 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:97(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:414(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        1    0.000    0.000    0.000    0.000 g_growing_corner.py:9(g_growing_corner)
        1    0.000    0.000    0.000    0.000 g_growing_corner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_falling.py:4(g_falling)
        1    0.000    0.000    0.000    0.000 g_falling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 g_drop.py:7(drop)
        1    0.000    0.000    0.000    0.000 g_drop.py:5(g_drop)
        1    0.000    0.000    0.000    0.000 g_drop.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_darksphere.py:9(g_darksphere)
        1    0.000    0.000    0.000    0.000 g_darksphere.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_cut.py:5(g_cut)
        1    0.000    0.000    0.000    0.000 g_cut.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_cube.py:5(g_cube)
        1    0.000    0.000    0.000    0.000 g_cube.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_cube_edges.py:6(g_cube_edges)
        1    0.000    0.000    0.000    0.000 g_cube_edges.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_corner.py:4(g_corner)
        1    0.000    0.000    0.000    0.000 g_corner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_corner_grow.py:5(g_corner_grow)
        1    0.000    0.000    0.000    0.000 g_corner_grow.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_columns.py:7(g_columns)
        1    0.000    0.000    0.000    0.000 g_columns.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_circles.py:5(g_circles)
        1    0.000    0.000    0.000    0.000 g_circles.py:2(<module>)
        1    0.000    0.000    0.000    0.000 a_lines.py:7(a_lines)
        1    0.000    0.000    0.000    0.000 a_lines.py:2(<module>)
        1    0.000    0.000    0.000    0.000 a_multi_cube_edges.py:8(a_multi_cube_edges)
        1    0.000    0.000    0.000    0.000 a_multi_cube_edges.py:2(<module>)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        1    0.000    0.000    0.000    0.000 a_pulsating.py:8(a_pulsating)
        1    0.000    0.000    0.000    0.000 a_pulsating.py:2(<module>)
        1    0.000    0.000    0.000    0.000 a_orbbot.py:5(a_orbbot)
        1    0.000    0.000    0.000    0.000 a_orbbot.py:2(<module>)
        1    0.000    0.000    0.000    0.000 a_random_cubes.py:7(a_random_cubes)
        1    0.000    0.000    0.000    0.000 a_random_cubes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 a_squares_cut.py:8(a_squares_cut)
        1    0.000    0.000    0.000    0.000 a_squares_cut.py:2(<module>)
        1    0.000    0.000    0.000    0.000 a_testbot.py:5(a_testbot)
        1    0.000    0.000    0.000    0.000 a_testbot.py:2(<module>)
        1    0.000    0.000    0.000    0.000 e_blank.py:5(e_blank)
        1    0.000    0.000    0.000    0.000 e_blank.py:2(<module>)
        1    0.000    0.000    0.000    0.000 e_rainbow.py:5(e_rainbow)
        1    0.000    0.000    0.000    0.000 e_rainbow.py:2(<module>)
        1    0.000    0.000    0.000    0.000 e_tremolo.py:5(e_tremolo)
        1    0.000    0.000    0.000    0.000 e_tremolo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 e_rotation.py:5(e_rotation)
        1    0.000    0.000    0.000    0.000 e_rotation.py:2(<module>)
        1    0.000    0.000    0.000    0.000 e_staticcolor.py:4(e_staticcolor)
        1    0.000    0.000    0.000    0.000 e_staticcolor.py:2(<module>)
        1    0.000    0.000    0.000    0.000 e_palettes.py:23(e_palettes)
        1    0.000    0.000    0.372    0.372 e_palettes.py:2(<module>)
        1    0.000    0.000    0.372    0.372 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 cmoceanpalette.py:10(CmoceanMap)
        1    0.000    0.000    0.000    0.000 g_gauss.py:8(g_gauss)
        1    0.000    0.000    0.000    0.000 g_gauss.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_growing_sphere.py:8(g_growing_sphere)
        1    0.000    0.000    0.000    0.000 g_growing_sphere.py:2(<module>)
        1    0.000    0.000    0.000    0.000 g_wavepattern.py:5(g_wavepattern)
        1    0.000    0.000    0.000    0.000 g_wavepattern.py:2(<module>)
