start
done
         845400 function calls (831173 primitive calls) in 0.725 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathtext.py:1973(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2010(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:2037(Ship)
        1    0.000    0.000    0.000    0.000 mathtext.py:2523(State)
        1    0.000    0.000    0.004    0.004 mathtext.py:2738(<listcomp>)
        1    0.000    0.000    0.004    0.004 mathtext.py:2738(<lambda>)
        1    0.000    0.000    0.004    0.004 mathtext.py:2202(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:3227(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:3204(MathTextParser)
        1    0.000    0.000    0.005    0.005 mathtext.py:16(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:32(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:24(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:412(TextPath)
        1    0.000    0.000    0.007    0.007 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:173(Dvi)
        1    0.000    0.000    0.000    0.000 dviread.py:490(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:580(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:711(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:766(PsfontsMap)
        1    0.000    0.000    0.000    0.000 dviread.py:934(Encoding)
        1    0.000    0.000    0.001    0.001 dviread.py:18(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:2413(FancyBboxPatch)
        1    0.000    0.000    0.000    0.000 patches.py:2700(SimpleEvent)
        1    0.000    0.000    0.000    0.000 patches.py:2687(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2779(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2815(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:2853(Angle)
        1    0.000    0.000    0.000    0.000 patches.py:2915(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:3009(Bar)
        1    0.000    0.000    0.000    0.000 patches.py:2645(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3141(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:3220(_Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3355(Curve)
        1    0.000    0.000    0.000    0.000 patches.py:3364(CurveA)
        1    0.000    0.000    0.000    0.000 patches.py:3383(CurveB)
        1    0.000    0.000    0.000    0.000 patches.py:3402(CurveAB)
        1    0.000    0.000    0.000    0.000 patches.py:3421(CurveFilledA)
        1    0.000    0.000    0.000    0.000 patches.py:3441(CurveFilledB)
        1    0.000    0.000    0.000    0.000 patches.py:3461(CurveFilledAB)
        1    0.000    0.000    0.000    0.000 patches.py:3481(_Bracket)
        1    0.000    0.000    0.000    0.000 patches.py:3558(BracketAB)
        1    0.000    0.000    0.000    0.000 patches.py:3592(BracketA)
        1    0.000    0.000    0.000    0.000 patches.py:3614(BracketB)
        1    0.000    0.000    0.000    0.000 patches.py:3636(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3664(Simple)
        1    0.000    0.000    0.000    0.000 patches.py:3747(Fancy)
        1    0.000    0.000    0.000    0.000 patches.py:3846(Wedge)
        1    0.000    0.000    0.001    0.001 patches.py:3102(ArrowStyle)
        1    0.000    0.000    0.000    0.000 patches.py:3901(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 patches.py:4332(ConnectionPatch)
        1    0.000    0.000    0.006    0.006 patches.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:11(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:147(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 text.py:109(Text)
        1    0.000    0.000    0.000    0.000 text.py:1280(TextWithDash)
        1    0.000    0.000    0.000    0.000 text.py:1682(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1766(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1980(Annotation)
        1    0.000    0.000    0.024    0.024 text.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:19(Patch)
        1    0.000    0.000    0.000    0.000 patches.py:561(Shadow)
        1    0.000    0.000    0.000    0.000 patches.py:625(Rectangle)
        1    0.000    0.000    0.000    0.000 patches.py:794(RegularPolygon)
        1    0.000    0.000    0.000    0.000 patches.py:880(PathPatch)
        1    0.000    0.000    0.000    0.000 patches.py:911(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1014(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1105(Arrow)
        1    0.000    0.000    0.000    0.000 patches.py:1172(FancyArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1274(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1378(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1407(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1490(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1534(Arc)
        1    0.000    0.000    0.000    0.000 patches.py:1854(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 patches.py:1863(_Style)
        1    0.000    0.000    0.000    0.000 patches.py:1963(_Base)
        1    0.000    0.000    0.000    0.000 patches.py:2012(Square)
        1    0.000    0.000    0.000    0.000 patches.py:2041(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:2063(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2101(RArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2116(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2166(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2228(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2281(Sawtooth)
        1    0.000    0.000    0.000    0.000 patches.py:2379(Roundtooth)
        1    0.000    0.000    0.001    0.001 patches.py:1927(BoxStyle)
        1    0.000    0.000    0.000    0.000 font_manager.py:516(FontProperties)
        1    0.000    0.000    0.000    0.000 font_manager.py:832(JSONEncoder)
        1    0.000    0.000    0.002    0.002 font_manager.py:883(json_load)
        1    0.000    0.000    0.000    0.000 font_manager.py:901(TempCache)
        1    0.000    0.000    0.000    0.000 font_manager.py:939(FontManager)
        1    0.000    0.000    0.005    0.005 font_manager.py:21(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:390(AFM)
        1    0.000    0.000    0.001    0.001 afm.py:38(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:431(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:481(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:808(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1043(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1059(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1124(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1144(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1169(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1283(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1399(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1498(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1527(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1571(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1591(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1669(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1711(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1767(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1810(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2057(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2256(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2429(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2521(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2541(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2604(OldAutoLocator)
        1    0.000    0.000    0.001    0.001 ticker.py:165(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:284(FontEntry)
        1    0.000    0.000    0.000    0.000 markers.py:165(MarkerStyle)
        1    0.000    0.000    0.000    0.000 markers.py:146(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:37(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:52(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:738(ContourSet)
        1    0.000    0.000    0.000    0.000 contour.py:1453(QuadContourSet)
        1    0.000    0.000    0.032    0.032 contour.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:205(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:231(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:252(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:305(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:327(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:338(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:371(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:391(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:410(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 lines.py:208(Line2D)
        1    0.000    0.000    0.000    0.000 lines.py:1348(VertexSelector)
        1    0.000    0.000    0.006    0.006 lines.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:185(ScalarMappable)
        1    0.000    0.000    0.009    0.009 cm.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        1    0.000    0.000    0.000    0.000 _cm.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:30(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:25(Collection)
        1    0.000    0.000    0.000    0.000 collections.py:837(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:886(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:912(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:979(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1026(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1091(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1098(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1105(LineCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1297(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1544(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1564(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1658(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1713(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1780(QuadMesh)
        1    0.000    0.000    0.023    0.023 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:83(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:55(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:244(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:752(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1019(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1095(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1621(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1725(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1718(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1777(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1865(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2084(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2131(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2253(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2344(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2474(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2563(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2611(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2654(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2675(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2715(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2747(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2821(TransformedPatchPath)
        1    0.000    0.000    0.141    0.141 pyplot.py:19(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(_ColorbarAutoLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:248(_ColorbarAutoMinorLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:275(_ColorbarLogLocator)
        1    0.000    0.000    0.000    0.000 colorbar.py:307(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:1058(Colorbar)
        1    0.000    0.000    0.000    0.000 colorbar.py:1485(ColorbarPatch)
        1    0.000    0.000    0.072    0.072 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:69(Artist)
        1    0.000    0.000    0.000    0.000 artist.py:1223(<listcomp>)
        1    0.000    0.000    0.002    0.002 artist.py:1217(get_setters)
        1    0.000    0.000    0.000    0.000 artist.py:1088(ArtistInspector)
        1    0.000    0.000    0.006    0.006 artist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:7(Substitution)
        1    0.000    0.000    0.000    0.000 docstring.py:61(Appender)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:21(Path)
        1    0.000    0.000    0.000    0.000 path.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pyplot.py:92(_NotIPython)
        1    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
        1    0.000    0.000    0.009    0.009 pyplot.py:177(switch_backend)
        1    0.000    0.000    0.001    0.001 pyplot.py:621(close)
        1    0.000    0.000    0.000    0.000 pyplot.py:1782(get_plot_commands)
        1    0.000    0.000    0.000    0.000 pyplot.py:1801(colormaps)
        1    0.000    0.000    0.000    0.000 pyplot.py:2078(<listcomp>)
        1    0.000    0.000    0.002    0.002 pyplot.py:2043(_setup_pyplot_info_docstrings)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.002    0.002 __init__.py:274(load)
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.000    0.000    0.001    0.001 cycler.py:41(<module>)
        1    0.000    0.000    0.000    0.000 six.py:322(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:364(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:384(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:457(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:73(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:72(_ColorMapping)
        1    0.000    0.000    0.000    0.000 colors.py:89(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:94(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colors.py:306(ColorConverter)
        1    0.000    0.000    0.000    0.000 colors.py:427(Colormap)
        1    0.000    0.000    0.000    0.000 colors.py:632(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:781(ListedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:870(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:997(LogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1068(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1186(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1252(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1338(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1510(LightSource)
        1    0.000    0.000    0.001    0.001 colors.py:61(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:992(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3693(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3770(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3796(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3828(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3892(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3901(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3932(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3940(Optional)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4004(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4200(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4204(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4212(Combine)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4256(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4313(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4277(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4342(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4368(OnlyOnce)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4853(_makeTags)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4882(makeHTMLTags)
        1    0.000    0.000    0.007    0.007 pyparsing.py:5377(pyparsing_common)
        1    0.000    0.000    0.016    0.016 pyparsing.py:61(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:291(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1457(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1456(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1551(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2354(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2350(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2361(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2376(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2417(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2482(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2505(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2523(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2584(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2743(Regex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2816(QuotedString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2953(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3039(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3024(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3075(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3082(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3129(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3108(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3138(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3162(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3173(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3191(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3211(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3331(setResultsName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3234(ParseExpression)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3362(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3346(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3422(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3501(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3569(Each)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:6(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:46(ValidateInStrings)
        1    0.000    0.000    0.000    0.000 rcsetup.py:283(validate_nseq_float)
        1    0.000    0.000    0.000    0.000 rcsetup.py:309(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:308(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:657(ValidateInterval)
        1    0.000    0.000    0.023    0.023 rcsetup.py:15(<module>)
        1    0.000    0.000    0.001    0.001 fontconfig_pattern.py:65(__init__)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:30(FontconfigPatternParser)
        1    0.000    0.000    0.019    0.019 fontconfig_pattern.py:7(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:73(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:70(_StrongRef)
        1    0.000    0.000    0.000    0.000 __init__.py:88(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:225(silent_list)
        1    0.000    0.000    0.000    0.000 __init__.py:250(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:315(Bunch)
        1    0.000    0.000    0.000    0.000 __init__.py:505(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 __init__.py:615(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:609(maxdict)
        1    0.000    0.000    0.000    0.000 __init__.py:629(Stack)
        1    0.000    0.000    0.000    0.000 __init__.py:867(Grouper)
        1    0.000    0.000    0.000    0.000 __init__.py:1274(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(TimeoutError)
        1    0.000    0.000    0.000    0.000 __init__.py:1769(Locked)
        1    0.000    0.000    0.000    0.000 __init__.py:2020(_OrderedSet)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        1    0.000    0.000    0.000    0.000 ssl.py:383(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:801(SSLSocket)
        1    0.000    0.000    0.004    0.004 ssl.py:91(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 message.py:1168(EmailMessage)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:362(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.004    0.004 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.002    0.002 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
